member_id,group_id,arm,X,base_rate,design_arm,objective,rr_penalty,tag_mix,tag_post,agg_F,agg_F_final,agg_F_Fmsy,agg_F_Fmsy_final,SB_SBmsy,SB_SBmsy_final,SB_recent,SB_recent_final,MSY,F_at_MSY,SB_msy,seconds,ok
10,17,exclude,0.3,0.804987041285525,exclude,92202.1479145775,81.9375703755,1150.3897360606873,7707.904179196993,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.229693412780762,1
10,17,exclude,0.3555555555555555,0.804987041285525,exclude,91960.3488224372,66.798571857,1117.5786447953062,7514.055176822523,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.383699655532837,1
10,17,exclude,0.4111111111111111,0.804987041285525,exclude,91768.0107691799,56.2225363014,1090.9512078947957,7358.920596002735,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.383810758590698,1
10,17,exclude,0.4666666666666667,0.804987041285525,exclude,91615.3815788036,50.2094637088,1069.175724082506,7234.079962011735,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.024141788482666,1
10,17,exclude,0.5222222222222221,0.804987041285525,exclude,91495.6786057038,48.7593540792,1051.320981799748,7133.6818408035015,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.866687297821045,1
10,17,exclude,0.5777777777777777,0.804987041285525,exclude,91403.9704427367,51.8722074125,1036.7073045287918,7053.474501751383,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.761657238006592,1
10,17,exclude,0.6333333333333333,0.804987041285525,exclude,91336.5463770598,59.5480237088,1024.8218413311752,6990.2600829508,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.678558349609375,1
10,17,exclude,0.6888888888888889,0.804987041285525,exclude,91290.5366454916,71.7868029681,1015.267191776854,6941.566221649253,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.864333391189575,1
10,17,exclude,0.7444444444444445,0.804987041285525,exclude,91263.6715654404,88.5885451903,1007.728631008404,6905.437960111158,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.922449350357056,1
10,17,exclude,0.8,0.804987041285525,exclude,91254.1222141474,109.953250375,1001.952328119562,6880.300206481177,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.908026218414307,1
10,17,exclude,0.8462500000000001,0.804987041285525,exclude,91258.2940118816,131.219895775,998.3369075624765,6866.8207793292595,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.107893466949463,1
10,17,exclude,0.8925000000000001,0.804987041285525,exclude,91272.6978468957,155.648931175,995.6971977361892,6859.435288710749,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.171653747558594,1
10,17,exclude,0.93875,0.804987041285525,exclude,91296.706352983,183.240356575,993.9460543691496,6857.603512669341,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.267616271972656,1
10,17,exclude,0.985,0.804987041285525,exclude,91329.773820657,213.994171975,993.0076799637129,6860.855539008924,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.02681303024292,1
10,17,include,0.3,0.804987041285525,exclude,92253.2660976558,81.9375703755,929.2474730541543,7978.68225977353,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.683304071426392,1
10,17,include,0.3555555555555555,0.804987041285525,exclude,91987.3366944997,66.798571857,922.1635440050107,7735.399324424757,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.821732759475708,1
10,17,include,0.4111111111111111,0.804987041285525,exclude,91764.4164800946,56.2225363014,919.9619787524866,7525.502294384046,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,12.123401641845703,1
10,17,include,0.4666666666666667,0.804987041285525,exclude,91587.0398801712,50.2094637088,919.4821353354346,7354.772183322479,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.717307329177856,1
10,17,include,0.5222222222222221,0.804987041285525,exclude,91454.625706787,48.7593540792,919.3612389433908,7224.0325359692015,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.914423942565918,1
10,17,include,0.5777777777777777,0.804987041285525,exclude,91355.7231564078,51.8722074125,919.367793207446,7122.08331778777,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.827428579330444,1
10,17,include,0.6333333333333333,0.804987041285525,exclude,91284.219801256,59.5480237088,919.4105592038086,7042.914218347261,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.775101661682129,1
10,17,include,0.6888888888888889,0.804987041285525,exclude,91235.8955661945,71.7868029681,919.4502479890765,6982.350925810298,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.90625524520874,1
10,17,include,0.7444444444444445,0.804987041285525,exclude,91207.6027934087,88.5885451903,919.4804778011116,6937.256189119547,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.715230464935303,1
10,17,include,0.8,0.804987041285525,exclude,91197.0314973034,109.953250375,919.5002546501005,6905.323659313389,0.0655125,0.07009,0.814675,0.8716,1.3655,1.274,229153.0,213831.0,40130.0,0.08042,167800.0,11.915477752685547,1
